,song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rms_mean,rms_std,rms_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
30,Imagine Dragons - Whatever It Takes.mp3,happy,135.99917763157896,167115,1256.5037593984962,0.356542706489563,0.3018485903739929,0.09111256897449492,0.29730454087257385,0.2793916463851929,0.07805969566106796,0.2081657404832168,0.20000089455401796,0.040000357822407386,10.778372764587402,73.15088653564453,5351.05224609375,0.8433835506439209,38.5168342590332,1483.546630859375,0.009331835433840752,2.3761510848999023,5.64609432220459,0.2004995942115784,0.09547513723373413,0.00911550223827362,2214.739707584044,803.3803585748984,645420.0005439324,2379.155937435637,580.5476005241883,337035.51647439256,21.49066864010076,7.3197664882434035,53.578981442411155,4741.683827686606,1929.2533656098885,3722018.5487170825,2.4401082923578103,3.1839594180977486,10.137597576093356,-0.0538960720485805,0.1802463657290224,0.0324887523585205,0.08253842758320433,0.03865719698094492,0.0014943788784235773,4.619765604729764e-06,0.18511608242988584,0.034267961978912354,-4.654155054595322e-05,0.07574266195297241,0.005736950784921646,11.174603174603174,5.48961115114284,30.1358305907518
31,In The Name Of Love(mp3rule.com).mp3,happy,135.99917763157896,165413,1253.128787878788,0.2890277206897736,0.2994512915611267,0.0896710678935051,0.33271723985672,0.2936196029186249,0.08621247857809068,0.2171041098983625,0.19026071270383976,0.036199138798573054,12.945023536682127,106.12471771240234,11262.455078125,-1.7801247835159302,40.885719299316406,1671.64208984375,0.01258272584527731,2.7382612228393555,7.498074531555176,0.2123991549015045,0.113626167178154,0.012910906225442886,2174.495167999556,870.8687276462192,758412.340792145,2349.9293121444284,711.3254015104491,505983.8268340014,23.10359187009563,6.70430573922276,44.94771544497525,4538.839220926858,2075.5752775298292,4308012.732693029,2.320057713867292,2.981896980541708,8.891709602563754,0.0704764405187973,0.18533795357326255,0.03435015703472483,0.09458805237761224,0.05404690548146324,0.002921067992122221,1.6621128452243287e-05,0.19821827113628387,0.03929048404097557,-8.58228886500001e-05,0.08147360384464264,0.006637947633862495,7.252752834467121,2.773810677388394,7.6940256739938615
32,Justin Bieber - Love Yourself  (PURPOSE _ The Movement).mp3,angry,99.38401442307692,128907,1289.07,0.3139377534389496,0.31096747517585754,0.0967007726430893,0.3677984774112701,0.29662686586380005,0.0879874974489212,0.2339571917141427,0.1691075568345934,0.028597365778565236,7.182694435119629,49.91791152954102,2491.7978515625,-9.351851463317873,57.54308700561523,3311.20703125,0.010522478260099888,3.591621398925781,12.899744033813475,0.14306028187274933,0.10241588950157167,0.010489013977348804,2003.4125916459304,1092.3937437098498,1193324.0912964207,2370.0408366700776,678.5544291223405,460436.11328154546,21.96490372086052,7.073808349073109,50.03876455941642,4190.595493375701,2579.6767300828587,6654732.031730993,1.3236522190716768,1.94426221315646,3.780155553508056,-0.008046842943375059,0.17370001436622906,0.03017169499082817,0.08682581662393576,0.0843424588102021,0.007113650358150638,-1.1513411664054727e-05,0.15190789103507996,0.023076007142663,-3.94120033888612e-05,0.05830259993672371,0.003399193286895752,6.177668934240363,3.2115008401091814,10.313737646021977
33,"KSI - Down Like That feat. Rick Ross, Lil Baby & S-X.mp3",angry,143.5546875,177346,1275.8705035971225,0.4163400232791901,0.3014778196811676,0.0908888727426529,0.4830991923809052,0.2726895809173584,0.07435961067676544,0.2523781664473139,0.14013776947713005,0.019638594434025238,25.24409484863281,201.3773193359375,40552.82421875,3.137681007385254,35.00813674926758,1225.569580078125,-0.0036260224878788,2.8221473693847656,7.964515209197997,0.2967410683631897,0.1515096127986908,0.022955164313316345,2157.6117621734647,912.255570701116,832210.2262752188,2325.2511647235888,496.6455628335514,246656.8150822551,21.12443427199245,7.122859158929024,50.73512259793908,4521.118494748332,1818.5191169036175,3307011.7785439137,3.155691110814578,3.9088193005876053,15.278868324646172,-0.000165114032626993,0.09400942565673083,0.0088377721123084,0.08181715454479489,0.06278432196278379,0.003941871084326494,-6.311294418992476e-05,0.24584010243415835,0.060437358915805824,-0.00033833901397883887,0.16432715952396393,0.027003416791558262,6.892843537414968,3.365253816113623,11.324933246867301
34,"Kygo, Ellie Goulding - First Time.mp3",sad,172.265625,221638,1497.554054054054,0.2688843607902527,0.3048751354217529,0.09294885396957396,0.3336532711982727,0.2832757234573364,0.08024512976408005,0.22373950281871333,0.1824115353034679,0.03327396821176831,3.860733985900879,30.676841735839844,941.068603515625,-8.076006889343263,55.80641174316406,3114.35546875,0.008507873862981795,3.1413893699646,9.868327140808104,0.11651681363582612,0.06905980408191681,0.004769256804138422,2347.9216790943383,1467.8490927046626,2154580.9589539007,2346.118307809104,791.097140360389,625834.6854863849,21.458387986254216,5.884187356032046,34.623660840887396,4653.113529925745,2761.6928023900946,7626947.134773253,1.1737886335893701,1.7031226944957738,2.9006269125065454,0.05326549502470078,0.17560607363437014,0.030837493097279824,0.11389575875580495,0.11930555455740205,0.01423381534824924,-8.410418558923993e-06,0.10465266555547714,0.010952181182801723,-4.306011396693066e-05,0.059298593550920486,0.0035163233987987037,7.399038548752836,3.8900339155792634,15.132363864356927
35,Look_What_You_Made_Me_Do_(Taylor_Swift)(www.englishsong.in).mp3,sad,129.19921875,156635,1263.1854838709678,0.3851237595081329,0.3145948648452759,0.0989699363708496,0.4384641349315643,0.3090939521789551,0.09553906321525574,0.2354207102705054,0.16706412693652725,0.02791042250906409,5.7203736305236825,57.17532348632813,3269.017822265625,-1.5259552001953125,52.743324279785156,2781.8583984375,0.012028371915221214,3.806938886642456,14.49278450012207,0.13428544998168945,0.08395346999168396,0.0070481845177710065,2076.6455548019703,991.1680893330895,982414.1813122071,2224.696330646189,665.5534502787267,442961.39517791755,20.61275892720197,7.25657999749242,52.657953260007076,4190.378828019179,2077.4173337656657,4315662.778630048,1.304754917136741,1.7494967209114003,3.060738776479742,0.03362500646551437,0.14963973316135362,0.02239204974060112,0.09042764669601393,0.06357764637904896,0.004042117119099397,3.689473305712454e-05,0.12081493437290193,0.014596248045563696,-0.00010943288361886516,0.08170454204082489,0.006675632204860449,11.267482993197277,5.9417086151607945,35.30390126747601
36,Lover Also Fighter Also-Naasongs.Audio.mp3,sad,99.38401442307692,120594,1269.4105263157894,0.4708352088928223,0.3200661540031433,0.10244234651327133,0.5563122630119324,0.240238219499588,0.05771440267562866,0.2628790137115657,0.1192810021896522,0.014227957483367809,9.237150192260742,84.46246337890625,7133.90771484375,2.244251251220703,50.41838073730469,2542.01318359375,0.011187129653990269,4.332330226898193,18.769086837768555,0.17034369707107544,0.1078588142991066,0.011633523739874365,1745.4859904015548,903.573040961284,816444.2403520222,2165.9847541287745,650.6669443610824,423367.472484188,19.994097336975653,7.450081324904424,55.50371174768966,3759.635599331221,2068.189187829971,4277406.516656796,1.806011623031074,2.6145846814884703,6.836053056674165,0.00467281117677451,0.05062831764257149,0.0025632265473171157,0.059940491667472916,0.04974279674226688,0.0024743458277424767,3.3840981359389843e-06,0.1334841102361679,0.01781800575554371,0.00012524158228188753,0.10400106757879256,0.010816222056746485,7.7450158730158725,2.4759536287681354,6.1303463718101
37,Marshmello ft. Bastille - Happier (Official Music Video).mp3,happy,99.38401442307692,126506,1277.8383838383838,0.3563133478164673,0.2958070933818817,0.08750183880329132,0.37919750809669495,0.2907322645187378,0.08452524989843369,0.22227678669951634,0.18419110572411213,0.03392636342787105,15.038491249084473,113.70211029052734,12928.169921875,-2.500986337661743,38.15637969970703,1455.9091796875,0.013369580730795859,2.7813570499420166,7.735947608947754,0.23842014372348785,0.11323212087154387,0.01282151322811842,2215.7381597480003,992.3934109311084,984844.6820594795,2336.5308557769026,708.2806342184581,501661.45680890116,22.223851004466503,7.2591924215872785,52.69587461363019,4581.29729752201,2123.2177250814602,4508053.50810009,2.9091188132302377,3.6919672589834738,13.630622241405947,0.002321839226685884,0.17917852884684454,0.0321049451997195,0.09546370845830107,0.06311280055149765,0.0039832255934531225,9.19366084417561e-06,0.2037052661180496,0.04149583354592323,2.021213913394604e-05,0.11657155305147172,0.013588926754891872,8.688907029478457,4.398129116523088,19.34353972560816
38,Martin Garrix & David Guetta - So Far Away (feat. Jamie Scott & Romy Dya) (Official Video).mp3,angry,151.9990808823529,190397,1286.4662162162165,0.3137721121311188,0.2987671792507172,0.08926182240247726,0.3325757682323456,0.2873068451881409,0.0825452208518982,0.21586125086087785,0.19166964733653186,0.036737253710110496,7.6721696853637695,61.69268035888672,3805.98681640625,-0.09854274988174437,52.78667449951172,2786.43310546875,0.012215823866426943,2.7505152225494385,7.565333366394043,0.16241830587387085,0.08135077357292175,0.00661794887855649,1570.6153346211293,873.9235496786798,763742.370682984,1999.4083549023865,806.4273206081683,650325.0234232697,23.210628908098933,7.255681421733217,52.644912893684555,3389.512837412926,2177.5766889104143,4741840.2360860435,1.650625340984753,2.099350948514989,4.407274405030783,-0.04263909530536837,0.2054649013902197,0.0422158257032927,0.0589246247944079,0.03436624460449963,0.0011810387682162993,-1.140765925811138e-05,0.14112068712711334,0.019915048032999042,0.00022901617921888828,0.07620154321193695,0.005806674715131521,4.085551020408163,2.185483483806327,4.776338057990241
39,Martin Garrix & Justin Mylo - Burn Out (Official Video) feat. Dewain Whitmore.mp3,sad,129.19921875,163853,1280.1015625,0.31839942932128906,0.3064768612384796,0.09392806887626648,0.4152663946151733,0.28001224994659424,0.07840685546398163,0.2367881423163924,0.16512028643290694,0.027264708991685243,1.9949386119842532,11.759905815124512,138.29537963867188,-2.282650947570801,43.09912872314453,1857.5347900390625,0.0009111190447583797,2.249720811843872,5.061243534088135,0.09013585746288301,0.035044495016336434,0.001228116569109261,2394.28084668452,848.5828878439029,720092.917541498,2506.2272802734688,490.3995417439874,240491.71054271288,21.12409257074369,6.8977029613568535,47.578306143111114,5184.239484946425,1918.4184060150449,3680329.1805373062,1.0987662495954005,1.2638561377871844,1.5973323370223382,0.04036860970479248,0.12708611685889346,0.016150881098272316,0.10189847680437307,0.05346770509312071,0.002858795487924926,-6.703138205921277e-05,0.07977709174156189,0.006364384666085243,-0.0005556902033276856,0.03316681832075119,0.0011000379454344509,7.483791383219954,3.9980561326467288,15.984452839794118
